Book Title,Description,Author,Category /Shelf Code,Volume,Language,Old Shelf Code,OLD Acc No,Publisher,Year of Publication,NEW SHELF CODE,CHECKED,BOOK ID,ISBN,
Sri Ramana Gita,Meaning,Sri Vashishta Ganapati Muni,Ramana - Works,,Telugu,D1,923,"Weldun Press, Madras",1974,R-WRK-VGM,,6309,,
Sri Ramana Gita,Meaning,Sri Vashishta Ganapati Muni,Ramana - Works,,Telugu,D1,1441,"Weldun Press, Madras",1974,R-WRK-VGM,,6310,,
Sri Ramana Gita- Vishwarupami,Vishwa Roopam,Linga Babu,Ramana - Works,,Telugu,D6,3584,"President, V.S.Ramana,,T.V.Malai",2012,R-WRK- LB,,6311,978-81-8288-025-2,
Sri Ramana Gita,Meaning Sahitam,Kavyakanta Ganpati Muni,Ramana - Works,,Telugu,NA,1481,"President, V.S.Ramanan. T.V.Malai",1993,R-WRK- KGM,,6312,,
Sri Ramana Gita,Tatparya Sahitamu,A.R.Natarajan,Ramana - Works,,Telugu,NA(I5),1972,"President, Sri Ramanashramam, T.V.Malai",1974,R-WRK- ARN,,6313,,
Sri Ramana Gita - Vishwarupamu,Vishwarupamu,Sri Kavyakantha Ganapati Muni/ Lingababu,Ramana - Works,,Telugu,F6 (Temporary Shelf),3434,"President. V.S. Ramana, Sri Ramana Ashramam, T.V. Malai",2012,R-WRK- KGM & lb,,6314,,
Sri Ramana Geeta,NIL,Sri Ramanasramam,Ramana - Works,,Telugu,RRB4,NA,"Sri Ramana nilayashramam,Velpuru, A.P",2015,R-WRK- SRA,,6315,,
Sri Ramana Geetamu,NIL,Sri Ramanasramam,Ramana - Works,,SANSKRIT & ENGLISH,RRB4,NIL(2ndcopy),"Sri Ramana nilayashramam,Velpuru, A.P",2015,R-WRK- SRA,,6316,,
Sri Ramana Geetasaramu,Geetasaramu,P. Surya Sundaram,Ramana - Works,,Telugu,G6,4370,"Sri Ramana Kendram, Hyderabad",2014,R-WRK-PSS,,6317,,
Sri Ramana Gita,Hymns,Kavyakantha Ganapathi Muni,Ramana - Works,,English,na,3483,"Ramana Maharshi Center for Learning, Bangalore",1999,R-WRK-  KGM,,6318,,
Sri Ramana Gita,Hymns,Kavyakantha Ganapathi Muni,Ramana - Works,,English,na,3039,"Ramana Maharshi Center for Learning, Bangalore",1992,R-WRK-KGM,,6319,,
Sri Ramana Gita,Hymns,Kavyakantha Ganapathi Muni,Ramana - Works,,English,na,na,"Sri Ramanasramam, Tiruvannamalai",1992,R-WRK- KGM,,6320,,
Sri Ramana Gita,Hymns,B.V. Narasimha Swami,Ramana - Works,,English,na,3435,"Sri Ramanasramam, Tiruvannamalai",1999,R-WRK- BVNSw,,6321,,
Sri Ramana Gita ,NIL,A.R.Natarajan,Ramana - Works,,Telugu,NA,1971,Weldun Press Madras,1987,R-WRK- ARN,,6322,,
Sri Ramana Grandhamala ,Sri Ramana Gita,NIL,Ramana - Works,,Telugu,NA,NIL,Sri Ventalaraya Printars Tanuku,2008,R-WRK- NA,,6323,,
Sri Ramana Grandhamala ,Sri Ramana Gita,NIL,Ramana - Works,,Telugu,NA,NIL,Sri Ventalaraya Printars Tanuku,2008,R-WRK- NA,,6324,,
Sri Ramana Granthamala,Sri Ramana Charitamruta,Sri Chillara Venkataramanaiah,Ramana - Works,,Telugu,3,1493,"Sri Chillara Venkataramanaiah, Nellore Distt, A.P.",1963,R-WRK- ChV,,6325,,
Sri Ramana Granthamala,Granthamala,NIL,Ramana - Works,,Telugu,D1,980,"Weldun Press, Madras",1971,R-WRK-NA,,6326,,
Sri Ramana Granthamala,Granthamala,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,2669,"Aaridraa Printers,Bengaluru",2001,R-WRK- SRM,,6327,,
Sri Ramana Granthamala,Grantham,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,NIL,"President V.S. Ramanan, T.V.Malai",1990,R-WRK- SRM,,6328,,
Sri Ramana Granthamala,Grantham,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,3282,"President V.S. Ramanan, T.V.Malai",1971,R-WRK- SRM,,6329,,
Sri Ramana Granthamala,Grantham,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,3282,"President V.S. Ramanan, T.V.Malai",1990,R-WRK- SRM,,6330,,
Sri Ramana Granthamala,Grantham,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,1292,"President V.S. Ramanan, T.V.Malai",1971,R-WRK- SRM,,6331,,
Sri Ramana Granthamala,Grantham,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,157,"President V.S. Ramanan, T.V.Malai",1971,R-WRK- SRM,,6332,,
Sri Ramana Granthamala,Grantham,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,3922,"President V.S. Ramanan, T.V.Malai",1990,R-WRK- SRM,,6333,,
Sri Ramana Granthamala,Grantham,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,1086,"President V.S. Ramanan, T.V.Malai",1983,R-WRK- SRM,,6334,,
Sri Ramana Granthamala,Grantham,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,3179,"President V.S. Ramanan, T.V.Malai",1990,R-WRK- SRM,,6335,,
Sri Ramana Granthamala,Grantham,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,490,"President V.S. Ramanan, T.V.Malai",1971,R-WRK- SRM,,6336,,
Sri Ramana Granthamala,Grantham,Sri Ramana Maharshi,Ramana - Works,,Telugu,D1,684,"President V.S. Ramanan, T.V.Malai",1990,R-WRK- SRM,,6337,,
Sri Ramana Granthamala,Nil,Sri Ramanasramam,Ramana - Works,,Telugu,RRB1,NA,"Sri Ramanashramam, T.V.Malai",2001,R-WRK- SRM,,6338,,
Sri Ramana Guru - Asanga - Sutramulu,Anubhava - Suktalu,Sri Asangananda Krishna Swamiji,Ramana - Works,,Telugu,NA(I5),NA,"Sri Ramana Nilayashramam, Velpur",NA,R-WRK- AKSw,,6339,,
Sri Ramana Gynan ,Bodha,Donepudi Venkayya,Ramana - Works,,Telugu,D6,2654,"Sai Tirumala Printers, Hyderabad",2007,R-WRK- DV,,6340,,
Sri Ramana Hridayam,Commentary on Bhagawan's Forty Verses,Rajagopal Gudipati,Ramana - Works,,Telugu,D1,2944,"Sri Ramanasramam, T.V. Malai",2005,R-WRK-RG,,6341,,
Sri Ramana Hridayam,"Unnadi -Nalupadi, Vivarana Sahitam",Rajagopal Gudipati,Ramana - Works,,Telugu,D1,947,"Nagarjuna Printers,Madras",1994,R-WRK- RG,,6342,,
Sri Ramana Hridayam,"Unnadi -Nalupadi, Vivarana Sahitam",Rajagopal Gudipati,Ramana - Works,,Telugu,D1,2727,Yellore,1982,R-WRK- RG,,6343,,
Sri Ramana Hridayam,Commentary on Reality in Forty Verses,Rajagopal Gudipati,Ramana - Works,,Telugu,F6 (Temporary Shelf),296,"President. V.S. Ramana, Sri Ramana Ashramam, T.V. Malai",2013,R-WRK- RG,,6344,,
Sri Ramana Hridayam,Commentary on Reality in Forty Verses,Rajagopal Gudipati,Ramana - Works,,Telugu,F6 (Temporary Shelf),NIL (2nd Copy),"President. V.S. Ramana, Sri Ramana Ashramam, T.V. Malai",2005,R-WRK- RG,,6345,,
Sri Ramana Hridayam,Unnadi nalubadi sarala vyakhyanamu,Rajagopal Gudipati,Ramana - Works,,Telugu,RRB1,NA,"Sri Ramanashramam, T.V.Malai",2016,R-WRK-  RG,,6346,,
Sri Ramana Hridayam,Sri Hanuman Dgiti,P. Hanumajjanki Rama Sarma,Ramana - Works,,Telugu,NA,288,Sri Ramaraja Chennakeshavarao,1994,R-WRK-,,6347,,
Sri Ramana Jyothi,NIL,Dr. K.Subramanian,Ramana - Works,,Telugu,6,77,"Sri Ramanasramam, T.V. Malai",Mar2020,R-WRK- KS,,6348,,
Sri Ramana Jyothi,NIL,Dr. K.Subramanian,Ramana - Works,,Telugu,6,NA,"Sri Ramanasramam, T.V. Malai",Feb2020,R-WRK-,,6349,,
Sri Ramana Jyoti,NIL,Dr. K.Subramanian,Ramana - Works,,Telugu,NA I-5,NA,"Sri Ramanashramam,Tiruvannamalai",NA,R-WRK-,,6350,,
Sri Ramana Kadambam,Kadambam,Sri Ramagiri Neelakanta Rao,Ramana - Works,,Telugu,D1,2176,"Plano Graphics, Hyderabad",1995,R-WRK-RNR,,6351,,
Sri Ramana Kadambam,Kadambam,Sri Ramagiri Neelakanta Rao,Ramana - Works,,Telugu,D1,1113,"Plano Graphics, Hyderabad",1995,R-WRK-RNR,,6352,,
Sri Ramana Kadambam,Kadambam,Sri Ramagiri Neelakanta Rao,Ramana - Works,,Telugu,D1,1112,"Plano Graphics, Hyderabad",1995,R-WRK-RNR,,6353,,
Sri Ramana Kadambam,Kadambam,Sri Ramagiri Neelakanta Rao,Ramana - Works,,Telugu,D1,2177,"Plano Graphics, Hyderabad",1995,R-WRK-RNR,,6354,,
Sri Ramana Karuna Vilaasamu,NIL,Suri Nagamma,Ramana - Works,,Telugu,D1,1107,"Weldun Press, Madras",1980,R-WRK- SN,,6355,,
Sri Ramana Karuna Vilasamu,NIL,Suri Nagamma,Ramana - Works,,Telugu,NA,4299,"President, T.N. Ramanan. T.V.Malai",1992,R-WRK-,,6356,,
Sri Ramana Karunaa SagaraTarangalu,NIL,Tadimeti Satyanarayana,Ramana - Works,,Telugu,F6 (Temporary Shelf),NIL (2nd Copy),"Ramana Bhakta Mandali, Bengaluru",2018,R-WRK- TS,,6357,,
Sri Ramana Karunaa SagaraTarangalu,NIL,Tadimeti Satyanarayana,Ramana - Works,,Telugu,F6 (Temporary Shelf),NIL,"Ramana Bhakta Mandali, Bengaluru",2018,R-WRK- TS,,6358,,
Sri Ramana Katha,NIL,M.R. Nageswara Rao,Ramana - Works,,Telugu,3,1872,"Sri Ramana Vani, Publishers, Krishna Distt, A.P.",NA,R-WRK- MRNR,,6359,,
Sri Ramana Katha,Life Story,M.R.Nageswararao,Ramana - Works,,Telugu,RRB1,NA,Nil,Nil,R-WRK-,,6360,,
Sri Ramana Katha,NIL,Y. Mallaiah,Ramana - Works,,Telugu,NA,NIL,"Sri Ramana Nilayashramam, Velpur",2006,R-WRK- YM,,6361,,
Sri Ramana Katha Sudha,NIL,V. Ramesh Babu,Ramana - Works,,Telugu,D3,3425,"Sri Ramana Kendram, Hyderabad",2013,R-WRK- VRB,,6362,,
Sri Ramana Katha Sudha,NIL,Y.Mallaiah,Ramana - Works,,Telugu,D3,3425,"Sri Ramana Kendram, Hyderabad",2013,R-WRK- YM,,6363,,
Sri Ramana Katha Sudha,NIL,V. Ramesh Babu,Ramana - Works,,Telugu,D3,3425,"Sri Ramana Kendram, Hyderabad",2013,R-WRK- VRB,,6364,,
Sri Ramana Katha Sudha,NIL,V. Ramesh Babu,Ramana - Works,,Telugu,D3,3425,"Sri Ramana Kendram, Hyderabad",2013,R-WRK- VRB,,6365,,
Sri Ramana Katha Sudha,NIL,V. Ramesh Babu,Ramana - Works,,Telugu,NA(I5),NIL,"Sri Ramana Saaraswatha Saraswathi Samithi, Secunderabad",1992,R-WRK- VRB,,6366,,
Sri Ramana Kendram,NIL,NA,Ramana - Works,,Telugu,6,NA,"Sri Ramanasramam, T.V. Malai",1984,R-WRK-,,6367,,
Sri Ramana Lahari,NIL,NA,Ramana - Works,,English,8,1304,"Sri Niranjananda Swami, Sri Ramanasramam, T.V.Malai",1948,R-WRK-NA,,6368,,
Sri Ramana Lahari,Sri Narendra kesari Pranithamu,sri Narendra Kesari,Ramana - Works,,Telugu,D6,2635,"Triveni Book Trust, Machilipatnam",1949,R-WRK- NK,,6369,,
Sri Ramana Lahari,Sri Narendra kesari Pranithamu,sri Narendra Kesari,Ramana - Works,,Telugu,D6,1288,"Triveni Book Trust, Machilipatnam",1948,R-WRK- NK,,6370,,
Sri Ramana Lahari,NIL,Sri Ramgiri Neelakanta Rao,Ramana - Works,,Telugu,NA,NIL,"Sri Ramana Nilayashramam, Velpur",2006,R-WRK- RNR,,6371,,
Sri Ramana Lahari,NIL,Sri Ramagiri Nilakantashrama,Ramana - Works,,Telugu,I-5,NA,"Sri Ramanashramam,Tiruvannamalai",1999,R-WRK-,,6372,,
Sri Ramana Maanasamu,Padya Kavyamu,Smt. B. Lakshmamma,Ramana - Works,,Telugu,G6,4387,"Kinnar Publications, Hyderabad",2009,R-WRK- BL,,6373,,
Sri Ramana Maharshi,The Bridal Garland of Letters,Hamsa (J.J. De Reede),Ramana - Works,,ENGLISH,NA,NA,"President, Kanvashrama Trust, T.V,Malai",1996,R-WRK-,,6374,,
Sri Ramana Maharshi,Suktalu,Kamalakara Venkat Rao,Ramana - Works,,Telugu,D3,3930,"President V.S. Ramanan, T.V.Malai",2003,R-WRK- KVR,,6375,,
Sri Ramana Maharshi,Suktalu,Kamalakara Venkat Rao,Ramana - Works,,Telugu,D3,2182,"President V.S. Ramanan, T.V.Malai",1998,R-WRK- KVR,,6376,,
Sri Ramana Maharshi,Suktulu,Kamalakara Venkat Rao,Ramana - Works,,Telugu,D4,3644,"President V.S. Ramanan, T.V.Malai",1988,R-WRK- KVR,,6377,,
Sri Ramana Maharshi Suktulu,Suktulu,Kamalakara Venkat Rao,Ramana - Works,,Telugu,D4,2433,"President V.S. Ramanan, T.V.Malai",2003,R-WRK- KVR,,6378,,
Sri Ramana Maharshi  Vari Upadeshamu,Vari Upadeshamu,Sonti Anusuyamma ,Ramana - Works,,Telugu,D3,3674,"President V.S. Ramanan, T.V.Malai",2000,R-WRK- SA,,6379,,
Sri Ramana Maharshi ,Upadeshamu,Sonti Anusuyamma Srimannaryana,Ramana - Works,,Telugu,F6 (Temporary Shelf),NIL,"President. V.S. Ramana, Sri Ramana Ashramam, T.V. Malai",2016,R-WRK-,,6380,,
Sri Ramana Maharshi -tho  Sambhashamulu,Sambhashana,P. Radha Krishna Sarma,Ramana - Works,,Telugu,NA(I5),3332,"President, V. S. Ramanan, T.V.Malai",2008,R-WRK- PRKS,,6381,,
Sri Ramana Maharshi Ashtotara Shatanamavali,NIL,Durba Sri Ram Murthy,Ramana - Works,,Telugu,NA(I5),2624,NA,NA,R-WRK- DSRM,,6382,,
Sri Ramana Maharshi Sajeeva Guruvu,NIL,Chikala Krishna Rao,Ramana - Works,,Telugu,D2,3970,"Aaridraa Printers,Bengaluru",1999,R-WRK- CKR,,6383,81-85378-77-0,
Sri Ramana Maharshi Suktulu,Stutulu,Kamalakar Venkata Rao,Ramana - Works,,Telugu,NA,NIL,"President, T.N. Ramanan. T.V.Malai",1988,R-WRK- KVR,,6384,,
Sri Ramana Maharshi Suktamulu,NIL,Kamalakar Venkata Rao,Ramana - Works,,Telugu,RRB-2,224,"Sri Ramanashramam,Tiruvannamalai",1988,R-WRK-,,6385,,
Sri Ramana Maharshi Suktulu,Nil,Kamalakar Venkata Rao,Ramana - Works,,Telugu,NA I-5,2433,"Ramana Nilayam, Velpuru",2000,R-WRK- KVR,,6386,,
Sri Ramana Maharshi Suktulu,Kamalakara Venkata Rao,Sri Ramanasramam,Ramana - Works,,Telugu,6,432,"Sri Ramanasramam, T.V. Malai",1988,R-WRK- SRA,,6387,,
Sri Ramana Maharshi Suktulu,Ramana Maharshi Quotes and Meanings ,Kamalakar Venkatesh Rao,Ramana - Works,,Telugu,NA,4391,"President, T.N.Ramana, Sri Ramanashramam, T.V.Malai",1988,R-WRK-KVR,,6388,,
Sri Ramana Maharshi Suktulu,Ramana Maharshi Quotes ( Sutralu),Kamalakara Venkata Rao,Ramana - Works,,Telugu,RRB1,NA,"Sri Ramanashramam, T.V.Malai",2003,R-WRK- KVR,,6389,,
Sri Ramana Maharshi Suktulu,Suktulu,Kamalakar Venkata Rao,Ramana - Works,,Telugu,G6,NIL,"President, T.N. Ramanan. T.V.Malai",1994,R-WRK- KVR,,6390,,
Sri Ramana Maharshi tho Sambhashanamulu,NIL,P. Radha krishna Sarma,Ramana - Works,,Telugu,NA(J2),3332,"President, V.S.Ramanan, Sri Ramanashram T.V.Malai",2008,R-WRK- PRKS,,6391,,
Sri Ramana Maharshi Vari Upadesam,Nil,Sonti Anasuya Sriman Narayana,Ramana - Works,,Telugu,RRB1,4405,"Ramanasramam ,Arunnachalam",2015,R-WRK-SA,,6392,,
Sri Ramana Maharshi Vari upadesamu,Ramanulu chesina upadesam ,Sonti Anasuya,Ramana - Works,,Telugu,RRB1,NA,"Sri Ramanashramam, T.V.Malai",2016,R-WRK- SA,,6393,,
Sri Ramana Maharshi Vari Upadeshamu,NIL,Sonti Anusuyamma Sri Mannarayana,Ramana - Works,,Telugu,G6,2828,"President, V. S. Ramanan, T.V.Malai",2000,R-WRK- SA,,6394,,
Sri Ramana Maharshi Vari Upadeshamu,NIL,Sonti Anusuyamma Sri Mannarayana,Ramana - Works,,Telugu,G6,4302,"President, V. S. Ramanan, T.V.Malai",2000,R-WRK- SA,,6395,,
Sri Ramana Maharshi's ,"Words Of Grace- WHO AM I?, Self-Enquiry, Spiritual Instruction",Arthur Asborne,Ramana - Works,,ENGLISH,NA,NA,"President, V.S.Ramana,Sri Ramanasramam, T.V.Malai",2015,R-WRK-,,6396,978-81-88010-03-1,
Sri Ramana Maharshi's Words of Grace,"Who Am I ? Self-Enquiry, Spiritual Instruction",Sri Ramana Maharshi,Ramana - Works,,English,H4,3443(4thCopy),"President, V.S. Ramanan, Sri Ramanasaramam, T.V.Malai",2005,R-WRK- SRM,,6397,81-88018-03-1,
Sri Ramana Maharshi's Words of Grace,"Who Am I ? Self-Enquiry, Spiritual Instruction",Sri Ramana Maharshi,Ramana - Works,,English,H4,3443(5thCopy),"President, V.S. Ramanan, Sri Ramanasaramam, T.V.Malai",2005,R-WRK-  SRM,,6398,81-88018-03-1,
Sri Ramana Maharshi's Words of Grace,"Who Am I ? Self-Enquiry, Spiritual Instruction",Sri Ramana Maharshi,Ramana - Works,,English,H4,2847(6thCopy),"President, V.S. Ramanan, Sri Ramanasaramam, T.V.Malai",2005,R-WRK- SRM,,6399,81-88018-03-1,
Sri Ramana Maharshi's Words of Grace,"Who Am I ? Self-Enquiry, Spiritual Instruction",Sri Ramana Maharshi,Ramana - Works,,English,H4,2191(7th Copy),"President, V.S. Ramanan, Sri Ramanasaramam, T.V.Malai",2005,R-WRK- SRM,,6400,81-88018-03-1,
Sri Ramana Maharshi's Words of Grace,"Who Am I ? Self-Enquiry, Spiritual Instruction",Sri Ramana Maharshi,Ramana - Works,,English,H4,NIL(8th Copy),"President, V.S. Ramanan, Sri Ramanasaramam, T.V.Malai",2005,R-WRK- SRM,,6401,81-88018-03-1,
Sri Ramana Marharshi ,Suktulu,Kamalakara Venkat Rao,Ramana - Works,,Telugu,NA(I5),NA,"President, T.N. Ramanan. T.V.Malai",1988,R-BIO- KSR,,6402,,
Sri Ramana Nirvana Vaibhavam,NIL,A. Sambasiva Rao,Ramana - Works,,Telugu,NA(I5),4241,"Sri Ramana Kendram, Vijayawada",1995,R-WRK- ASR,,6403,,
Sri Ramana Paravidyopanishath,contains Bhagawan's Teachings in701 Sanskrit slokas by K. Lakshmana Sarma with meanings and commentary in Telugu,Pannala Radha krishna Sarma,Ramana - Works,,Telugu,RRB1,NA,"Sri Ramanashramam, T.V. malai",2008,R-WRK-PRKS,,6404,,
Sri Ramana Prasadamu,NIL,Ramana Shishuvu,Ramana - Works,,Telugu,F6 (Temporary Shelf),NIL,"Geeta Press, Gorakhpur",2015,R-WRK- DV,,6405,,
Sri Ramana Prasthana Trayi,"Sad-Darsana, UPadesha Saram. Ramana Geeta",Sri Niranjananda Swamy,Ramana - Works,,Marathi,3,NA,"Vasudeva Narayana Thakur, Kolhapur, Bombay",1939,R-WRK- NSw,,6406,,
Sri Ramana Prasthanamu,"Sri Ramanula Jeevanmukta Dasa , Guru Rupa Sadarsanamu",Donepudi Venkayya,Ramana - Works,,Telugu,D3,3069,"Sai Baba Trust, Kurnool Distt, A.P.",2010,R-WRK-DV,,6407,,
Sri Ramana Prasthanamu,"Sri Ramanula Jeevanmukta Dasa , Guru Rupa Sadarsanamu",Donepudi Venkayya,Ramana - Works,,Telugu,D3,3070,"Sai Baba Trust, Kurnool Distt, A.P.",2010,R-WRK-DV,,6408,,
Sri Ramana Prasthanamu,"Sri Ramanula Jeevanmukta Dasa , Guru Rupa Sadarsanamu",Donepudi Venkayya,Ramana - Works,,Telugu,D3,3070,"Sai Baba Trust, Kurnool Distt, A.P.",2010,R-WRK-DV,,6409,,
Sri Ramana Prasthanamu,"Sri Ramanula Jeevanmukta Dasa , Guru Rupa Sadarsanamu",Donepudi Venkayya,Ramana - Works,,Telugu,D3,3069,"Sai Baba Trust, Kurnool Distt, A.P.",2010,R-WRK-DV,,6410,,
Sri Ramana Prasthanamu,Guru Rupa Sandarsanamu,Donepudi Venkaiah,Ramana - Works,,Telugu,NA(I5),4215,"Sri Sai Baba Trust, Kurnool Distt",2010,R-WRK- DV,,6411,,
Sri Ramana Raagmala,Raagmala,Ramachandra Kondiya,Ramana - Works,,Telugu,D3,3677,"President V.S. Ramanan, T.V.Malai",1996,R-WRK- RK,,6412,,
Sri Ramana Raagmala,Raagmala,Ramachandra Kondiya,Ramana - Works,,Telugu,D3,3677,"President V.S. Ramanan, T.V.Malai",1996,R-WRK- RK,,6413,,
Sri Ramana Raagmala,NIL,Ramachandra Kondiya,Ramana - Works,,Telugu,D3,1131,"President V.S. Ramanan, T.V.Malai",1996,R-WRK-RK,,6414,,
Sri Ramana Raagmala,NIL,Ramachandra Kondiya,Ramana - Works,,Telugu,D3,NIL,"President V.S. Ramanan, T.V.Malai",1996,R-WRK-RK,,6415,,
Sri Ramana Raagmala,NIL,Ramachandra Kondiya,Ramana - Works,,Telugu,D3,1131,"President V.S. Ramanan, T.V.Malai",1996,R-WRK-RK,,6416,,
Sri Ramana Sahasra Nama Stuti,NIL,NA,Ramana - Works,,Kannada,6,NA,"Sri Ramanasramam, T.V. Malai",2001,R-WRK-,,6417,,
Sri Ramana Sahasranama Bhashanamulu,NIL,Donepudi Venkayya,Ramana - Works,,Telugu,D3,3040,"President V.S. Ramanan, T.V.Malai",2007,R-WRK- DV,,6418,81-8288-034-3,
Sri Ramana Sahasranama Bhashanamulu,NIL,Donepudi Venkayya,Ramana - Works,,Telugu,D3,3318,"President V.S. Ramanan, T.V.Malai",2007,R-WRK- DV,,6419,81-8288-034-3,
Sri Ramana Sahasranama Bhashanamulu,Sahasranama Bhashyam,Donepudi Venkayya,Ramana - Works,,Telugu,D4,3168,"President V.S. Ramanan, T.V.Malai",2007,R-WRK- DV,,6420,81-8288-034-3,
Sri Ramana Sahasranamabhyasam,NIL,Donepudi Venkaiah,Ramana - Works,,Telugu,RRB1,NIL,"Sri Ramanashramam , T.V. Malai",2007,R-WRK-,,6421,,
Sri ramana SahasraNamalu,Sri MadraMana Pujakalpam,Niranjanananda Swami,Ramana - Works,,Telugu,NA,1290,"Sri Ramanashramam,Tiruvannamalai",1944,R-WRK-,,6422,,
Sri Ramana Sandarshana Gadyamu -Sa Vyakhyanamu ,u( gadyam with Commentary,Donepudi Venkaiah,Ramana - Works,,Telugu,F6 (Temporary Shelf),NIL,"Ramana Bhakta Mandali, Bengaluru",2012,R-WRK- DV,,6423,,
Sri Ramana Sandarshana Gadyamu sa-Vyakhyanamu ,( gadyam with Commentary,Donepudi Venkaiah,Ramana - Works,,Telugu,F6 (Temporary Shelf),NIL (2nd Copy),"Ramana Bhakta Mandali, Bengaluru",2012,R-WRK- DV,,6424,,
Sri Ramana Sathsangam,NIL,Donapudi Venkayya,Ramana - Works,,Telugu,NA,NA,"Ramana Kendram, Vijayavada",2010,R-WRK-,,6425,,
Sri Ramana Sathsangam,NIL,Donapudi Venkayya,Ramana - Works,,Telugu,NA,NA,"Ramana Kendram, Vijayavada",2010,R-WRK-,,6426,,
Sri Ramana Satsangam,NIL,Donapudi Venkayya,Ramana - Works,,Telugu,NA I-6,NA,"Ramana Kendram , Vijayawada",2010,R-WRK-,,6427,,
Sri Ramana Satyangamu,Nil,Donapudi Venkayya,Ramana - Works,,Telugu,NA(J6),3601,"Ramana Kendram , Vijayawada",2010,R-WRK-DV,,6428,,
Sri Ramana Shatakam,NIL,Nannagaru,Ramana - Works,,Telugu,3,1875,"Sitarama Press, T.G.Distt, A.P.",NA,R-WRK- NA,,6429,,
Sri Ramana Shatakam,Shatakam,Pindayala Venkateswarulu,Ramana - Works,,Telugu,NA(I5),NIL,"President, Sri Ramanashramam, T.V.Malai",2001,R-WRK- PV,,6430,,
Sri Ramana Stotra Ratnamala,NIL,M. Venkataramaiah,Ramana - Works,,Telugu,NA,1774,"Sri Lakshmanashramam, Nellore Distt",1958,R-WRK- MV,,6431,,
Sri Ramana Stuthi,Adyathmika Padya kavyam,Sri Donnepudi Venkaiah,Ramana - Works,,English,8,1311,"Sri Ramana Bhaktha Mandali, Palakollu, Jinnur",1988,R-WRK-DV,,6432,,
Sri Ramana Stuti,Adyatmika Padya Kavyamu,Donepudi Venkaiah,Ramana - Works,,Telugu,NA(J4),1479,"Sri Ramana Bhakta Mandali, Palakolu",1988,R-WRK- DV,,6433,81-293-1370-7,
Sri Ramana Stuti,NIL,P. Surya Sundaram,Ramana - Works,,Telugu,RRB4,NIL,NA,2001,R-WRK-,,6434,,
Sri Ramana Stuti Panchakam,Hymns,K.Lakshmana Sarma,Ramana - Works,,TELUGU,na,na,"Sri Ramanasramam, Tiruvannamalai",2001,R-WRK- KLS,,6435,,
Sri Ramana Stuti Panchakam,Hymns,Ramananda Saraswati,Ramana - Works,,English,na,1392,"Sri Ramanasramam, Tiruvannamalai",1977,R-WRK-RS,,6436,,
Sri Ramana Stuti Panchakam,NIL,Griddaluri Lakshmi Narasimha,Ramana - Works,,Telugu,3,1268,"President, T.N.Venkata Ramanan, T.V. Malai",1974,R-WRK- GLN,,6437,,
Sri Ramana Stuti Panchakam,NIL,K.Lakshmana Sarma,Ramana - Works,,Telugu,3,1121,"Sri Ramanasramam, T.V.Malai",1975,R-WRK- KLS,,6438,,
Sri Ramana Stuti Panchakam,NIL,K.Lakshmana Sarma,Ramana - Works,,Telugu,NA,2623,"President, T.N. Ramanan. T.V.Malai",NA,R-WRK-,,6439,,
Sri Ramana Stuti Panchakam,NIL,K. Lakshmana Sarma,Ramana - Works,,Telugu,NA(I5),1928,"President, Sri Ramanashramam, T.V.Malai",1978,R-WRK- KLS,,6440,,
Sri Ramana Stuti Panchakam,NIL,K. Lakshmana Sarma,Ramana - Works,,Telugu,NA(I5),433,"President, Sri Ramanashramam, T.V.Malai",1978,R-WRK- KLS,,6441,,
Sri Ramana Stuti Panchakam,NIL,Suri Nagamma,Ramana - Works,,Telugu,NA(I5),1122,"President, Sri Ramanashramam, T.V.Malai",1978,R-WRK-SN,,6442,,
Sri Ramana Stuti Panchakam,NIL,Suri Nagamma,Ramana - Works,,Telugu,NA(I5),1120,"President, Sri Ramanashramam, T.V.Malai",1978,R-WRK-SN,,6443,,
Sri Ramana Stuti Panchakam,Stuti Panchakam,NIL,Ramana - Works,,Telugu,NA(I5),1462,"President, T.N. Ramanan. T.V.Malai",1958,R-WRK-NA,,6444,,
Sri Ramana Stuti Panchakam,Nil,K.Lakshmana Sherma,Ramana - Works,,Telugu,NA I-6,NA,"Sri Ramanashramam,Tiruvannamalai",1992,R-WRK- KLS,,6445,,
Sri Ramana Stuti Panchakam,NIL,Sri Ramanasramam,Ramana - Works,,Telugu,RRB-2,1621,"Sri Ramana Kendram, Hyderabad",1992,R-WRK- SRA,,6446,,
Sri Ramana Stuti Panchakamu,NIL,Jagadeeshwara Sastry,Ramana - Works,,Telugu,RRB-2,1460,"Sri Ramanashramam,Tiruvannamalai",1958,R-WRK-,,6447,,
